"SysSchoolID","SchoolName","Graduation Rate All Students","Number Taken All Students","Approximate Class Size All Students","Graduation Rate Asian","Number Taken Asian","Approximate Class Size Asian","Graduation Rate Black","Number Taken Black","Approximate Class Size Black","Graduation Rate Hispanic","Number Taken Hispanic","Approximate Class Size Hispanic","Graduation Rate Native Amer/Alaskan Native","Number Taken Native Amer/Alaskan Native","Approximate Class Size Amer/Alaskan Native","Graduation Rate White","Number Taken White","Approximate Class Size White","Graduation Rate Multiracial","Number Taken Multiracial","Approximate Class Size Multiracial","Graduation Rate Male","Number Taken Male","Approximate Class Size Male","Graduation Rate Female","Number Taken Female","Approximate Class Size Female","Graduation Rate Students with Disabilities","Number Taken Students with Disabilities","Approximate Class Size Students with Disabilities","Graduation Rate Students without Disabilities","Number Taken Students without Disabilities","Approximate Class Size Students without Disabilities","Graduation Rate Limited English Proficient","Number Taken Limited English Proficient","Approximate Class Size Limited English Proficient","Graduation Rate Economically Disadvantaged","Number Taken Economically Disadvantaged","Approximate Class Size Economically Disadvantaged","Graduation Rate Not Economically Disadv","Number Taken Not Economically Disadv","Approximate Class Size Not Economically Disadv","Graduation Rate Migrant","Number Taken Migrant","Approximate Class Size Migrant"
"680:199","Jeff Davis High School","65.5","108","165","","","1","67.7","21","31","","","4","","","0","65.1","84","129","","","0","58.6","51","87","73.1","57","78","45","9","20","68.3","99","145","","","1","77.3","34","44","61.2","74","121","","","3"
"680:3050","Jeff Davis Elementary School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"680:ALL","Jeff Davis County","65.5","108","165","","","1","67.7","21","31","","","4","","","0","65.1","84","129","","","0","58.6","51","87","73.1","57","78","45","9","20","68.3","99","145","","","1","77.3","34","44","61.2","74","121","","","3"
"681:1050","Carver Elementary School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"681:1550","Louisville Academy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"681:196","Jefferson County High School","63.2","170","269","","","0","58.1","111","191","","","0","","","0","75.6","59","78","","","0","59.9","82","137","66.7","88","132","16.7","5","30","69","165","239","","","0","57.8","100","173","72.9","70","96","","","0"
"681:296","Louisville Middle School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"681:3550","Wrens Elementary School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"681:396","Wrens Middle School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"681:ALL","Jefferson County","63.2","170","269","","","0","58.1","111","191","","","0","","","0","75.6","59","78","","","0","59.9","82","137","66.7","88","132","16.7","5","30","69","165","239","","","0","57.8","100","173","72.9","70","96","","","0"
"682:101","Jenkins County Middle School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"682:1050","Jenkins County Elementary School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"682:201","Jenkins County High School","62.1","82","132","","","0","56.6","47","83","","","2","","","0","74.5","35","47","","","0","59.1","39","66","65.2","43","66","31.6","6","19","67.3","76","113","","","0","62.1","82","132","","","0","","","0"
"682:ALL","Jenkins County","62.1","82","132","","","0","56.6","47","83","","","2","","","0","74.5","35","47","","","0","59.1","39","66","65.2","43","66","31.6","6","19","67.3","76","113","","","0","62.1","82","132","","","0","","","0"
"683:101","Johnson County Middle School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"683:197","Johnson County Elementary School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"683:201","Johnson County High School ","56.6","56","99","","","0","49.1","26","53","","","0","","","0","65.2","30","46","","","0","56.9","29","51","56.3","27","48","","","10","59.6","53","89","","","0","56.6","56","99","","","0","","","0"
"683:ALL","Johnson County","56.6","56","99","","","0","49.1","26","53","","","0","","","0","65.2","30","46","","","0","56.9","29","51","56.3","27","48","","","10","59.6","53","89","","","0","56.6","56","99","","","0","","","0"
"684:101","Clifton Ridge Middle School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"684:102","Wells Primary School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"684:1050","Califf Middle School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"684:1550","Gray Elementary School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"684:192","Jones County High School","61.5","224","364","","","1","59.4","63","106","","","1","","","0","62.4","159","255","","","1","56.2","118","210","68.8","106","154","6.9","2","29","66.3","222","335","","","1","50","28","56","63.6","196","308","","","0"
"684:199","Dames Ferry  Elementary School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"684:4050","Wells Elementary School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"684:ALL","Jones County","61.5","224","364","","","1","59.4","63","106","","","1","","","0","62.4","159","255","","","1","56.2","118","210","68.8","106","154","6.9","2","29","66.3","222","335","","","1","50","28","56","63.6","196","308","","","0"
"685:175","Lamar County Comprehensive High School","55.5","86","155","","","5","50","32","64","","","0","","","0","58.1","50","86","","","0","44.3","31","70","64.7","55","85","16.7","3","18","60.6","83","137","","","0","50","38","76","60.8","48","79","","","0"
"685:190","Lamar County Primary/Elementary School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"685:199","Lamar County Middle School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"685:ALL","Lamar County","55.5","86","155","","","5","50","32","64","","","0","","","0","58.1","50","86","","","0","44.3","31","70","64.7","55","85","16.7","3","18","60.6","83","137","","","0","50","38","76","60.8","48","79","","","0"
"686:101","Lanier County Middle School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"686:201","Lanier County High School","51.8","44","85","","","0","44.8","13","29","","","1","","","0","55.6","30","54","","","1","45.7","21","46","59","23","39","11.8","2","17","61.8","42","68","","","0","46.8","22","47","57.9","22","38","","","0"
"686:3050","Lanier County Elementary School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"686:ALL","Lanier County","51.8","44","85","","","0","44.8","13","29","","","1","","","0","55.6","30","54","","","1","45.7","21","46","59","23","39","11.8","2","17","61.8","42","68","","","0","46.8","22","47","57.9","22","38","","","0"
"687:101","Southwest Laurens Elementary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"687:104","East Laurens Primary School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"687:1052","East Laurens Elementary School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"687:197","East Laurens High School","64.7","101","156","","","0","64.9","37","57","","","3","","","0","66.7","64","96","","","0","63.3","50","79","66.2","51","77","","","7","67.1","100","149","","","0","68.1","49","72","61.9","52","84","","","0"
"687:201","Northwest Laurens Elementary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"687:2054","West Laurens Middle School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"687:297","East Laurens Middle School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"687:3054","West Laurens High School","55.7","128","230","","","0","42.9","39","91","","","0","","","0","64.5","89","138","","","1","56.4","66","117","54.9","62","113","9.5","2","21","60.3","126","209","","","0","45.7","32","70","60","96","160","","","0"
"687:ALL","Laurens County","59.3","229","386","","","0","51.4","76","148","","","3","","","0","65.4","153","234","","","1","59.2","116","196","59.5","113","190","10.7","3","28","63.1","226","358","","","0","57","81","142","60.7","148","244","","","0"
"688:101","Lee County Middle School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"688:103","Lee County Elementary School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"688:187","Lee County Primary School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"688:193","Lee County High School","80.2","288","359","","","2","66","35","53","","","2","","","0","83.3","250","300","","","2","81","149","184","79.4","139","175","38.5","5","13","81.8","283","346","","","0","65.8","50","76","84.1","238","283","","","0"
