SysSchoolid,School Name,Retained Total Students,Retained Total American Indian,Retained Percent American Indian,Retained Total Asian,Retained Percent Asian,Retained Total Black,Retained Percent Black,Retained Total Female,Retained Percent Female,Retained Total Hispanic,Retained Percent Hispanic,Retained Total Male,Retained Percent Male,Retained Total Multiracial,Retained Percent Multiracial,Retained Total White,Retained Percent White
722:178,Barksdale Elementary School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
722:189,Sims Elementary School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
722:192,Salem High School,239,Too Few Students,Too Few Students,Too Few Students,Too Few Students,175,73.2,97,40.6,13,5.4,142,59.4,Too Few Students,Too Few Students,40,16.7
722:194,Shoal Creek Elementary School,14,0,0,0,0,10,71.4,Too Few Students,Too Few Students,Too Few Students,Too Few Students,12,85.7,Too Few Students,Too Few Students,Too Few Students,Too Few Students
722:197,Lorraine Elementary School,26,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,13,50,Too Few Students,Too Few Students,13,50,Too Few Students,Too Few Students,13,50
722:2050,Flat Shoals Elementary School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,0,0
722:2052,Pine Street Elementary School,34,0,0,0,0,18,52.9,12,35.3,14,41.2,22,64.7,0,0,Too Few Students,Too Few Students
722:278,Conyers Middle School,20,0,0,0,0,14,70,Too Few Students,Too Few Students,Too Few Students,Too Few Students,15,75,0,0,Too Few Students,Too Few Students
722:289,Hightower Trail Elementary School,28,0,0,0,0,13,46.4,11,39.3,Too Few Students,Too Few Students,17,60.7,0,0,10,35.7
722:294,Memorial Middle School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,0,0,0,0
722:3052,Rockdale County High School,296,0,0,Too Few Students,Too Few Students,208,70.3,125,42.2,18,6.1,171,57.8,Too Few Students,Too Few Students,63,21.3
722:378,Edwards Middle School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
722:4050,Hicks Elementary School,18,0,0,Too Few Students,Too Few Students,13,72.2,Too Few Students,Too Few Students,Too Few Students,Too Few Students,10,55.6,0,0,Too Few Students,Too Few Students
722:5050,House Elementary School,32,0,0,0,0,0,0,20,62.5,21,65.6,12,37.5,0,0,11,34.4
722:ALL,Rockdale County,1009,Too Few Students,Too Few Students,Too Few Students,Too Few Students,615,61,402,39.8,120,11.9,607,60.2,17,1.7,246,24.4
723:101,Schley Middle High School,33,0,0,0,0,15,45.5,14,42.4,Too Few Students,Too Few Students,19,57.6,0,0,17,51.5
723:198,Schley County Elementary School,30,0,0,0,0,10,33.3,10,33.3,Too Few Students,Too Few Students,20,66.7,0,0,18,60
723:ALL,Schley County,63,0,0,0,0,25,39.7,24,38.1,Too Few Students,Too Few Students,39,61.9,0,0,35,55.6
724:191,Screven County Elementary School,12,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
724:197,Screven County Middle School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
724:4052,Screven County High School,16,0,0,0,0,10,62.5,Too Few Students,Too Few Students,0,0,15,93.8,0,0,Too Few Students,Too Few Students
724:ALL,Screven County,37,0,0,0,0,26,70.3,Too Few Students,Too Few Students,0,0,28,75.7,0,0,11,29.7
725:196,Seminole County Middle/High School,45,0,0,0,0,30,66.7,19,42.2,0,0,26,57.8,0,0,15,33.3
725:296,Seminole County Elementary School,23,0,0,0,0,18,78.3,Too Few Students,Too Few Students,0,0,17,73.9,0,0,Too Few Students,Too Few Students
725:ALL,Seminole County,68,0,0,0,0,48,70.6,25,36.8,0,0,43,63.2,0,0,20,29.4
726:101,Spalding High School,101,0,0,0,0,44,43.6,34,33.7,Too Few Students,Too Few Students,67,66.3,Too Few Students,Too Few Students,52,51.5
726:103,Moreland Road Elementary,12,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,11,91.7,0,0,Too Few Students,Too Few Students
726:1050,Anne Street Elementary School,20,0,0,0,0,15,75,Too Few Students,Too Few Students,0,0,13,65,0,0,Too Few Students,Too Few Students
726:1052,Jackson Road Elementary School,12,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students
726:106,Carver Road Middle School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
726:107,Kennedy Road Middle School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,0,0,0,0
726:110,Rehoboth Road Middle School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
726:1550,Atkinson Elementary School,22,0,0,0,0,18,81.8,Too Few Students,Too Few Students,0,0,15,68.2,Too Few Students,Too Few Students,Too Few Students,Too Few Students
726:1750,Beaverbrook Elementary School,32,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,15,46.9,Too Few Students,Too Few Students,17,53.1,0,0,24,75
726:187,Griffin High School,119,0,0,Too Few Students,Too Few Students,68,57.1,33,27.7,Too Few Students,Too Few Students,86,72.3,Too Few Students,Too Few Students,44,37
726:192,Cowan Road Elementary School,18,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,14,77.8,Too Few Students,Too Few Students,Too Few Students,Too Few Students
726:195,Jordan Hill Road Elementary School,15,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,12,80,0,0,10,66.7
726:199,Futral Road Elementary School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
726:201,Cowan Road Middle School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
726:2050,Crescent Road Elementary School,Too Few Students,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students
726:208,AZ Kelsey Academy,39,0,0,0,0,34,87.2,15,38.5,0,0,24,61.5,0,0,Too Few Students,Too Few Students
726:2552,Moore Elementary School,40,Too Few Students,Too Few Students,0,0,38,95,21,52.5,0,0,19,47.5,0,0,Too Few Students,Too Few Students
726:4052,Orrs Elementary School,21,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,14,66.7,Too Few Students,Too Few Students,Too Few Students,Too Few Students
726:ALL,Spalding County,486,Too Few Students,Too Few Students,Too Few Students,Too Few Students,263,54.1,160,32.9,18,3.7,326,67.1,13,2.7,188,38.7
727:104,Stephens County Middle School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
727:187,Liberty Elementary School,Too Few Students,0,0,0,0,0,0,0,0,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
727:195,Big A Elementary School,Too Few Students,0,0,0,0,0,0,0,0,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
727:197,Toccoa Elementary School,10,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
727:295,Eastanollee Elementary School,Too Few Students,0,0,0,0,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
727:5050,Stephens County High School,41,0,0,0,0,13,31.7,14,34.1,Too Few Students,Too Few Students,27,65.9,0,0,27,65.9
727:ALL,Stephens County,69,0,0,0,0,18,26.1,19,27.5,Too Few Students,Too Few Students,50,72.5,0,0,49,71
728:101,Stewart County Middle School,29,0,0,0,0,28,96.6,Too Few Students,Too Few Students,0,0,21,72.4,0,0,Too Few Students,Too Few Students
728:192,Stewart County Elementary School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,0,0
728:201,Stewart County High School,20,0,0,0,0,19,95,Too Few Students,Too Few Students,0,0,11,55,0,0,Too Few Students,Too Few Students
728:ALL,Stewart County,55,0,0,0,0,53,96.4,19,34.5,0,0,36,65.5,0,0,Too Few Students,Too Few Students
729:100,Sumter County Primary School,31,0,0,0,0,16,51.6,13,41.9,Too Few Students,Too Few Students,18,58.1,0,0,Too Few Students,Too Few Students
729:105,Americus Sumter County High South,67,0,0,Too Few Students,Too Few Students,51,76.1,33,49.3,0,0,34,50.7,0,0,15,22.4
729:188,Sumter County Elementary School,Too Few Students,0,0,0,0,0,0,0,0,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
729:190,Sumter County Middle School,10,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
729:205,Americus Sumter County High North,67,0,0,0,0,61,91,31,46.3,Too Few Students,Too Few Students,36,53.7,0,0,Too Few Students,Too Few Students
729:295,Cherokee Elementary School,21,0,0,0,0,19,90.5,Too Few Students,Too Few Students,Too Few Students,Too Few Students,14,66.7,0,0,0,0
729:395,Sarah Cobb Elementary School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
729:595,Staley Middle School,16,0,0,0,0,16,100,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,0,0
729:ALL,Sumter County,220,0,0,Too Few Students,Too Few Students,173,78.6,98,44.5,12,5.5,122,55.5,0,0,34,15.5
730:190,Central Elementary/High School,27,0,0,0,0,27,100,10,37,0,0,17,63,0,0,0,0
730:ALL,Talbot County,27,0,0,0,0,27,100,10,37,0,0,17,63,0,0,0,0
731:102,Taliaferro County School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,0,0
731:ALL,Taliaferro County,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,0,0
732:101,Reidsville Middle School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
732:194,Tattnall County High School,72,Too Few Students,Too Few Students,0,0,26,36.1,28,38.9,11,15.3,44,61.1,0,0,34,47.2
732:201,Glennville Middle School,12,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
732:301,Collins Elementary School ,11,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
732:401,Collins Middle School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
732:501,Glennville Elementary School,26,0,0,0,0,13,50,14,53.8,Too Few Students,Too Few Students,12,46.2,Too Few Students,Too Few Students,Too Few Students,Too Few Students
732:601,Reidsville Elementary School,30,0,0,0,0,Too Few Students,Too Few Students,14,46.7,Too Few Students,Too Few Students,16,53.3,0,0,18,60
732:ALL,Tattnall County,154,Too Few Students,Too Few Students,0,0,52,33.8,62,40.3,22,14.3,92,59.7,Too Few Students,Too Few Students,77,50
733:104,Taylor County Primary School,14,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,10,71.4,0,0,Too Few Students,Too Few Students
733:105,Taylor County Upper Elementary,Too Few Students,0,0,0,0,0,0,0,0,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
733:107,Georgia Center,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
733:201,Taylor County High School,42,0,0,0,0,33,78.6,16,38.1,0,0,26,61.9,0,0,Too Few Students,Too Few Students
733:205,Taylor County Middle School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
733:ALL,Taylor County,61,0,0,0,0,42,68.9,21,34.4,0,0,40,65.6,0,0,19,31.1
734:101,Telfair County Middle School,22,0,0,0,0,12,54.5,Too Few Students,Too Few Students,0,0,13,59.1,0,0,10,45.5
734:104,Telfair County Elementary,45,0,0,0,0,26,57.8,16,35.6,0,0,29,64.4,Too Few Students,Too Few Students,16,35.6
734:201,Telfair County High School,19,0,0,0,0,11,57.9,Too Few Students,Too Few Students,0,0,10,52.6,0,0,Too Few Students,Too Few Students
734:ALL,Telfair County,86,0,0,0,0,49,57,34,39.5,0,0,52,60.5,Too Few Students,Too Few Students,34,39.5
735:105,Terrell High School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,0,0
735:1050,Carver Elementary School,12,0,0,0,0,12,100,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,0,0
735:109,Terrell Middle School,20,0,0,0,0,19,95,Too Few Students,Too Few Students,0,0,18,90,0,0,Too Few Students,Too Few Students
735:2050,Cooper Primary School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
735:ALL,Terrell County,43,0,0,0,0,41,95.3,Too Few Students,Too Few Students,0,0,35,81.4,0,0,Too Few Students,Too Few Students
736:100,Bishop Hall Charter School,16,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
736:105,Hand In Hand Primary,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,0,0,0,0,0,0
736:191,Thomas County Central High School,110,Too Few Students,Too Few Students,0,0,57,51.8,46,41.8,Too Few Students,Too Few Students,64,58.2,Too Few Students,Too Few Students,49,44.5
736:194,Cross Creek Elementary School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
736:205,Thomas County Middle School,47,0,0,Too Few Students,Too Few Students,19,40.4,15,31.9,Too Few Students,Too Few Students,32,68.1,Too Few Students,Too Few Students,25,53.2
736:5050,Garrison-Pilcher Elementary School,21,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,14,66.7,Too Few Students,Too Few Students,13,61.9
736:ALL,Thomas County,204,Too Few Students,Too Few Students,Too Few Students,Too Few Students,94,46.1,79,38.7,Too Few Students,Too Few Students,125,61.3,Too Few Students,Too Few Students,101,49.5
737:104,Annie Belle Clark Primary School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
737:1052,J. T. Reddick Elementary School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
737:173,G. O. Bailey Primary School,Too Few Students,0,0,0,0,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,0,0
737:199,Tift County High School,68,0,0,0,0,34,50,27,39.7,Too Few Students,Too Few Students,41,60.3,0,0,27,39.7
737:2050,Len Lastinger Primary School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
737:299,Eighth Street Middle School,27,0,0,0,0,18,66.7,10,37,Too Few Students,Too Few Students,17,63,Too Few Students,Too Few Students,Too Few Students,Too Few Students
737:3050,Northside Primary School,21,0,0,0,0,14,66.7,13,61.9,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students
737:3052,Northeast Campus Tift County High School,32,0,0,0,0,15,46.9,16,50,Too Few Students,Too Few Students,16,50,0,0,14,43.8
737:4050,Omega Elementary School,18,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,14,77.8,0,0,Too Few Students,Too Few Students
737:4052,Matt Wilson Elementary School,Too Few Students,0,0,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
737:5050,Charles Spencer Elementary School,25,0,0,0,0,16,64,Too Few Students,Too Few Students,Too Few Students,Too Few Students,16,64,0,0,Too Few Students,Too Few Students
737:ALL,Tift County,221,0,0,0,0,112,50.7,89,40.3,27,12.2,132,59.7,Too Few Students,Too Few Students,77,34.8
738:103,Toombs County Middle School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
738:104,Lyons Primary School,Too Few Students,0,0,0,0,0,0,0,0,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
738:192,Toombs County High School,26,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,10,38.5,Too Few Students,Too Few Students,16,61.5,0,0,16,61.5
738:204,Lyons Upper Elementary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
738:4050,Toombs Central Elementary School,Too Few Students,0,0,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
738:ALL,Toombs County,45,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,15,33.3,Too Few Students,Too Few Students,30,66.7,0,0,28,62.2
739:103,Towns County Elementary School,Too Few Students,0,0,0,0,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
739:104,Towns County Middle School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
739:204,Towns County High School,Too Few Students,0,0,0,0,0,0,Too Few Students,Too Few Students,0,0,0,0,0,0,Too Few Students,Too Few Students
739:ALL,Towns County,10,0,0,0,0,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,10,100
740:2050,Treutlen Elementary School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
740:3050,Treutlen Middle/High School,13,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
740:ALL,Treutlen County,20,0,0,0,0,Too Few Students,Too Few Students,10,50,0,0,10,50,0,0,11,55
741:1052,LaGrange High School,47,0,0,Too Few Students,Too Few Students,27,57.4,27,57.4,Too Few Students,Too Few Students,20,42.6,0,0,16,34
741:1054,Unity Elementary School,20,0,0,0,0,17,85,10,50,0,0,10,50,0,0,Too Few Students,Too Few Students
741:109,Callaway Elementary School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students
741:187,West Point Elementary School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
741:189,Long Cane Elementary School,Too Few Students,0,0,0,0,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students
741:191,Gardner-Newman Middle School,38,0,0,0,0,23,60.5,Too Few Students,Too Few Students,Too Few Students,Too Few Students,29,76.3,0,0,12,31.6
741:194,Hollis Hand Elementary School,13,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students
741:201,Callaway High School,46,0,0,0,0,26,56.5,15,32.6,0,0,31,67.4,0,0,20,43.5
741:204,Callaway Middle School,13,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
741:205,Franklin Forest Elementary,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students
741:207,Bradfield Center - Ault Academy,Too Few Students,0,0,0,0,0,0,0,0,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
741:297,Long Cane Middle School,22,0,0,0,0,10,45.5,12,54.5,0,0,10,45.5,0,0,12,54.5
741:3050,Hillcrest Elementary School,12,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,10,83.3
741:387,Troup County High School,74,0,0,0,0,35,47.3,36,48.6,0,0,38,51.4,Too Few Students,Too Few Students,37,50
741:397,Hogansville Elementary School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
741:4050,Mountville Elementary School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students
741:4052,Cannon Street Elementary School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,0,0
741:497,Whitesville Road Elementary School,18,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,12,66.7,0,0,11,61.1
741:5050,Rosemont Elementary School,17,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,10,58.8,0,0,13,76.5
741:5052,Berta Weathersbee Elementary School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
741:597,Ethel Kight Magnet Elementary School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
741:697,West Side Magnet School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
741:ALL,Troup County,376,0,0,Too Few Students,Too Few Students,186,49.5,153,40.7,12,3.2,223,59.3,Too Few Students,Too Few Students,168,44.7
742:1050,Turner County Specialty School,21,0,0,0,0,16,76.2,Too Few Students,Too Few Students,0,0,14,66.7,Too Few Students,Too Few Students,Too Few Students,Too Few Students
742:190,Turner County Middle School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
742:196,Turner County Elementary School,15,0,0,0,0,11,73.3,Too Few Students,Too Few Students,Too Few Students,Too Few Students,12,80,0,0,Too Few Students,Too Few Students
742:3050,Turner County High School,32,0,0,0,0,23,71.9,14,43.8,Too Few Students,Too Few Students,18,56.3,0,0,Too Few Students,Too Few Students
742:ALL,Turner County,76,0,0,0,0,57,75,27,35.5,Too Few Students,Too Few Students,49,64.5,Too Few Students,Too Few Students,15,19.7
743:107,Jeffersonville Elementary,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
743:201,Twiggs County High School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,0,0,0,0
743:207,Twiggs Middle School,14,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
743:ALL,Twiggs County,24,0,0,0,0,15,62.5,Too Few Students,Too Few Students,0,0,17,70.8,0,0,Too Few Students,Too Few Students
744:101,Union County High School,25,0,0,0,0,0,0,10,40,Too Few Students,Too Few Students,15,60,Too Few Students,Too Few Students,23,92
744:103,Union County Elementary School,11,0,0,0,0,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,11,100
744:1050,Union County Primary School,18,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,13,72.2,0,0,15,83.3
744:108,Union County Middle School,Too Few Students,0,0,0,0,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
744:3050,Woody Gap High/Elementary School,Too Few Students,0,0,0,0,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
744:ALL,Union County,62,0,0,Too Few Students,Too Few Students,0,0,23,37.1,Too Few Students,Too Few Students,39,62.9,Too Few Students,Too Few Students,57,91.9
745:105,Upson-Lee South Elementary,51,0,0,0,0,34,66.7,20,39.2,0,0,31,60.8,Too Few Students,Too Few Students,15,29.4
745:195,Upson-Lee High School,207,0,0,Too Few Students,Too Few Students,99,47.8,85,41.1,Too Few Students,Too Few Students,122,58.9,Too Few Students,Too Few Students,101,48.8
745:295,Upson-Lee North Elementary School,11,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
745:395,Upson-Lee Middle School,33,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,25,75.8,Too Few Students,Too Few Students,23,69.7
745:ALL,Thomaston-Upson County,302,0,0,Too Few Students,Too Few Students,146,48.3,118,39.1,Too Few Students,Too Few Students,184,60.9,Too Few Students,Too Few Students,146,48.3
746:100,Rock Spring Elementary School,11,0,0,0,0,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,11,100
746:106,Chattanooga Valley Middle School,25,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,19,76,0,0,20,80
746:180,LaFayette Middle School,56,0,0,0,0,Too Few Students,Too Few Students,24,42.9,Too Few Students,Too Few Students,32,57.1,Too Few Students,Too Few Students,51,91.1
746:190,Ridgeland High School,104,0,0,0,0,Too Few Students,Too Few Students,47,45.2,Too Few Students,Too Few Students,57,54.8,Too Few Students,Too Few Students,91,87.5
746:194,Rossville Elementary School,24,0,0,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,17,70.8,0,0,23,95.8
746:195,Gilbert Elementary School,17,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,15,88.2
746:198,LaFayette High School,71,0,0,0,0,Too Few Students,Too Few Students,26,36.6,Too Few Students,Too Few Students,45,63.4,Too Few Students,Too Few Students,65,91.5
746:199,Cherokee Ridge Elementary,15,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,10,66.7,0,0,13,86.7
