"SysSchoolID","SchoolName","Number Tested All Students","Below Target All Students","On Target All Students","Exceeds Target All Students","Number Tested Economically Disadvantaged","Below Target Economically Disadvantaged","On Target Economically Disadvantaged","Exceeds Target Economically Disadvantaged","Number Tested Migrant","Below Target Migrant","On Target Migrant","Exceeds Target Migrant","Number Tested Not Economically Disadv.","Below Target Not Economically Disadv.","On Target Not Economically Disadv.","Exceeds Target Not Economically Disadv.","Number Tested Asian","Below Target Asian","On Target Asian","Exceeds Target Asian","Number Tested Black","Below Target Black","On Target Black","Exceeds Target Black","Number Tested Female","Below Target Female","On Target Female","Exceeds Target Female","Number Tested Hispanic","Below Target Hispanic","On Target Hispanic","Exceeds Target Hispanic","Number Tested Limited English Proficient","Below Target Limited English Proficient","On Target Limited English Proficient","Exceeds Target Limited English Proficient","Number Tested Male","Below Target Male","On Target Male","Exceeds Target Male","Number Tested Native Amer/Alaskan Native","Below Target Native Amer/Alaskan Native","On Target Native Amer/Alaskan Native","Exceeds Target Native Amer/Alaskan Native","Number Tested Students without Disabilities","Below Target Students without Disabilities","On Target Students without Disabilities","Exceeds Target Students without Disabilities","Number Tested Students with Disabilities","Below Target Students with Disabilities","On Target Students with Disabilities","Exceeds Target Students with Disabilities","Number Tested Multiracial","Below Target Multiracial","On Target Multiracial","Exceeds Target Multiracial","Number Tested White","Below Target White","On Target White","Exceeds Target White"
"781:203","Marietta Middle School ","551","26","67","7","335","33","64","2","1","","","","216","14","71","15","13","38","62","0","283","25","71","4","280","20","70","10","100","48","51","1","59","69","31","0","271","31","64","5","1","","","","465","20","72","8","86","59","38","2","21","14","76","10","133","11","70","19"
"781:ALL","Marietta City","551","26","67","7","335","33","64","2","1","","","","216","14","71","15","13","38","62","0","283","25","71","4","280","20","70","10","100","48","51","1","59","69","31","0","271","31","64","5","1","","","","465","20","72","8","86","59","38","2","21","14","76","10","133","11","70","19"
"784:201","Pelham City Middle School","118","36","62","3","88","42","58","0","3","","","","30","17","73","10","1","","","","72","44","56","0","56","32","63","5","6","","","","3","","","","62","39","61","0","","","","","96","27","70","3","22","73","27","0","","","","","39","18","74","8"
"784:ALL","Pelham City","118","36","62","3","88","42","58","0","3","","","","30","17","73","10","1","","","","72","44","56","0","56","32","63","5","6","","","","3","","","","62","39","61","0","","","","","96","27","70","3","22","73","27","0","","","","","39","18","74","8"
"785:293","Rome Middle School","413","18","69","12","236","28","66","6","5","","","","177","6","74","20","10","","","","183","27","67","6","216","13","73","14","44","34","61","5","15","67","33","0","197","24","65","11","1","","","","356","11","75","14","57","67","33","0","5","","","","170","5","73","22"
"785:ALL","Rome City","413","18","69","12","236","28","66","6","5","","","","177","6","74","20","10","","","","183","27","67","6","216","13","73","14","44","34","61","5","15","67","33","0","197","24","65","11","1","","","","356","11","75","14","57","67","33","0","5","","","","170","5","73","22"
"786:103","Social Circle Middle School","120","8","75","18","52","10","77","13","","","","","68","6","74","21","","","","","28","18","75","7","56","5","68","27","","","","","","","","","64","9","81","9","","","","","108","3","78","19","12","50","50","0","1","","","","91","4","75","21"
"786:ALL","Social Circle City","120","8","75","18","52","10","77","13","","","","","68","6","74","21","","","","","28","18","75","7","56","5","68","27","","","","","","","","","64","9","81","9","","","","","108","3","78","19","12","50","50","0","1","","","","91","4","75","21"
"789:3050","MacIntyre Park Middle School","209","21","71","8","153","25","73","2","","","","","56","11","66","23","","","","","175","23","74","2","113","12","80","8","1","","","","","","","","96","31","61","7","","","","","188","17","74","9","21","57","43","0","2","","","","31","6","55","39"
"789:ALL","Thomasville City","209","21","71","8","153","25","73","2","","","","","56","11","66","23","","","","","175","23","74","2","113","12","80","8","1","","","","","","","","96","31","61","7","","","","","188","17","74","9","21","57","43","0","2","","","","31","6","55","39"
"791:201","Trion Middle School","94","9","79","13","16","13","81","6","","","","","78","8","78","14","1","","","","","","","","47","4","77","19","2","","","","","","","","47","13","81","6","","","","","83","4","82","14","11","45","55","0","1","","","","90","9","78","13"
"791:ALL","Trion City","94","9","79","13","16","13","81","6","","","","","78","8","78","14","1","","","","","","","","47","4","77","19","2","","","","","","","","47","13","81","6","","","","","83","4","82","14","11","45","55","0","1","","","","90","9","78","13"
"792:103","Valdosta Middle School","266","25","72","3","238","24","73","3","","","","","28","29","68","4","5","","","","159","35","62","3","128","21","74","5","7","","","","","","","","138","28","70","1","","","","","235","19","78","3","31","71","29","0","4","","","","91","9","87","4"
"792:195","Newbern Middle School","264","27","72","0","264","27","72","0","","","","","","","","","4","","","","248","27","72","0","137","15","85","1","2","","","","3","","","","127","41","59","0","","","","","235","21","79","0","29","79","21","0","","","","","10","","",""
"792:ALL","Valdosta City","530","26","72","2","502","26","73","2","","","","","28","29","68","4","9","","","","407","30","68","1","265","18","80","3","9","","","","3","","","","265","34","65","1","","","","","470","20","78","2","60","75","25","0","4","","","","101","11","85","4"
"793:173","J. R. Trippe Middle School","180","23","72","5","97","32","66","2","1","","","","83","13","78","8","3","","","","101","38","60","2","87","15","76","9","2","","","","","","","","93","31","68","1","","","","","163","17","78","6","17","88","12","0","","","","","74","4","88","8"
"793:ALL","Vidalia City","180","23","72","5","97","32","66","2","1","","","","83","13","78","8","3","","","","101","38","60","2","87","15","76","9","2","","","","","","","","93","31","68","1","","","","","163","17","78","6","17","88","12","0","","","","","74","4","88","8"
"795:103","CCAT School","25","16","48","36","","","","","","","","","25","16","48","36","","","","","2","","","","14","7","36","57","","","","","","","","","11","27","64","9","","","","","21","10","48","43","4","","","","","","","","23","13","52","35"
"795:ALL","Charter Conservatory for Arts and Technology","25","16","48","36","","","","","","","","","25","16","48","36","","","","","2","","","","14","7","36","57","","","","","","","","","11","27","64","9","","","","","21","10","48","43","4","","","","","","","","23","13","52","35"
"799:1893","Atlanta Area School for the Deaf","24","88","13","0","24","88","13","0","","","","","","","","","1","","","","8","","","","15","87","13","0","5","","","","","","","","9","","","","","","","","","","","","24","88","13","0","","","","","10","","",""
"799:1894","Georgia Academy for the Blind","4","","","","4","","","","","","","","","","","","","","","","4","","","","2","","","","","","","","","","","","2","","","","","","","","","","","","4","","","","","","","","","","",""
"799:1895","Georgia School for the Deaf","21","100","0","0","21","100","0","0","","","","","","","","","","","","","10","","","","11","100","0","0","","","","","","","","","10","","","","","","","","","","","","21","100","0","0","","","","","11","100","0","0"
"799:ALL","State Schools","49","92","8","0","49","92","8","0","","","","","","","","","1","","","","22","95","5","0","28","93","7","0","5","","","","","","","","21","90","10","0","","","","","","","","","49","92","8","0","","","","","21","90","10","0"
"ALL:ALL","State of Georgia","116596","20","70","10","52903","29","67","4","550","52","46","1","63693","12","73","15","2766","14","67","20","44904","27","69","4","57595","13","74","13","6660","38","58","5","3440","62","37","1","59001","27","67","7","170","18","71","11","102974","15","74","11","13622","59","40","1","1737","15","73","12","60359","13","72","15"
","","784","21","76","3","","","","","1441","10","83","7","159","51","48","1","32","22","69","9","1231","13","81","7"
"637:101","Cook County Middle School","216","25","70","5","132","32","67","2","5","","","","84","15","75","10","1","","","","95","39","59","2","95","11","80","9","8","","","","","","","","121","37","62","1","","","","","191","19","75","5","25","72","28","0","1","","","","111","14","79","7"
"637:ALL","Cook County","216","25","70","5","132","32","67","2","5","","","","84","15","75","10","1","","","","95","39","59","2","95","11","80","9","8","","","","","","","","121","37","62","1","","","","","191","19","75","5","25","72","28","0","1","","","","111","14","79","7"
"638:1056","Evans Middle School","230","20","72","7","94","31","66","3","","","","","136","13","76","10","2","","","","77","30","66","4","120","17","75","8","3","","","","","","","","110","25","69","6","","","","","194","12","79","8","36","64","33","3","1","","","","147","16","74","10"
"638:289","East Coweta Middle School","316","16","78","6","77","26","70","4","","","","","239","13","81","6","","","","","46","30","70","0","157","10","82","8","7","","","","","","","","159","23","74","3","1","","","","272","10","83","6","44","52","45","2","3","","","","259","13","80","7"
"706:2050","Arnold Middle School","188","16","69","15","98","26","65","9","","","","","90","7","72","21","4","","","","74","23","62","15","99","15","66","19","10","","","","3","","","","89","18","72","10","","","","","168","13","71","16","20","50","45","5","2","","","","98","12","76","12"
"706:2066","Richards Middle School","202","13","83","3","104","18","78","4","","","","","98","8","89","3","4","","","","105","17","80","3","102","9","87","4","8","","","","2","","","","100","18","79","3","","","","","185","11","85","4","17","41","59","0","2","","","","83","11","84","5"
"706:2067","Rothschild Middle School","188","27","69","4","139","29","68","4","","","","","49","22","71","6","","","","","174","28","68","4","99","19","76","5","2","","","","","","","","89","36","61","3","","","","","174","23","72","5","14","79","21","0","2","","","","10","","",""
"706:300","Baker Middle School","174","45","53","2","147","48","51","1","","","","","27","30","67","4","","","","","157","42","56","2","82","37","61","2","8","","","","6","","","","92","52","47","1","","","","","142","35","63","2","32","91","9","0","","","","","9","","",""
"706:301","East Columbus Magnet Academy","242","18","77","5","154","21","74","5","","","","","88","13","82","6","2","","","","222","19","77","4","126","10","82","8","11","18","64","18","","","","","116","27","72","2","1","","","","223","15","80","5","19","58","42","0","3","","","","3","","",""
"706:401","Double Churches Middle School","240","13","80","8","73","25","73","3","","","","","167","7","83","10","9","","","","66","17","79","5","113","9","81","10","7","","","","1","","","","127","16","79","6","","","","","206","4","87","8","34","62","35","3","7","","","","151","11","79","9"
"706:5058","Eddy Middle School","200","38","62","1","145","39","61","0","","","","","55","36","62","2","5","","","","170","39","61","1","96","25","74","1","4","","","","1","","","","104","50","50","0","1","","","","169","30","69","1","31","81","19","0","2","","","","18","39","61","0"
"706:ALL","Muscogee County","2362","22","73","5","1271","30","68","3","","","","","1091","13","80","7","43","9","81","9","1466","28","69","3","1168","16","78","6","72","18","78","4","18","67","28","6","1194","28","69","3","2","","","","2067","16","79","5","295","62","37","1","36","8","72","19","743","12","81","7"
"707:101","Veterans Memorial Middle School","322","16","79","4","127","25","74","1","","","","","195","11","83","7","2","","","","125","20","77","3","156","8","83","9","10","","","","","","","","166","24","76","0","3","","","","276","12","83","5","46","43","57","0","6","","","","176","13","81","6"
"707:195","Clements Middle School","315","20","77","3","161","22","76","2","","","","","154","18","79","3","2","","","","189","19","79","2","158","13","82","5","7","","","","","","","","157","27","72","1","3","","","","266","11","85","3","49","67","33","0","7","","","","107","21","74","5"
"707:196","Cousins Middle School","221","17","79","4","101","22","77","1","","","","","120","13","81","6","2","","","","92","24","75","1","99","12","83","5","8","","","","7","","","","122","21","76","2","1","","","","190","9","86","4","31","65","35","0","2","","","","116","11","83","6"
"707:398","Indian Creek Middle School","260","21","73","6","97","35","64","1","","","","","163","12","79","9","","","","","72","36","63","1","135","13","77","10","4","","","","","","","","125","29","70","2","1","","","","225","16","77","7","35","51","49","0","1","","","","182","14","78","8"
"707:ALL","Newton County","1118","19","77","4","486","25","73","1","","","","","632","13","80","6","6","","","","478","23","75","2","548","11","81","7","29","31","69","0","7","","","","570","25","74","1","8","","","","957","12","83","5","161","57","43","0","16","13","88","0","581","15","79","6"
"708:193","Oconee County Middle School","294","7","64","29","56","25","66","9","","","","","238","3","63","34","6","","","","13","46","54","0","144","4","60","36","7","","","","5","","","","150","10","67","23","4","","","","269","5","64","31","25","32","60","8","2","","","","262","5","65","31"
